OTUID,DS1_L_1,DS1_L_2,DS1_L_3,DS1_L_4,DS1_L_5,DS1_L_6,DS2_L_1,DS2_L_2,DS2_L_3,DS2_L_4,DS2_L_5,DS2_L_6,DS3_L_1,DS3_L_2,DS3_L_3,DS3_L_4,DS3_L_5,DS3_L_6
OTU_544,291,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
OTU_596,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,59,221,0
OTU_640,0,0,0,2,0,0,2,3,0,285,7,1,0,1,0,0,1,0
OTU_842,0,0,0,0,0,0,3,0,87,10,167,4,1,0,2,0,1,5
OTU_1114,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_765,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0
OTU_928,0,0,0,0,0,1,1,0,0,0,2,4,0,2,3,2,1,1
OTU_627,0,0,0,0,0,0,34,251,19,0,0,0,0,0,0,0,0,0
OTU_701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_595,0,0,0,0,0,0,131,1,122,2,20,1,2,1,2,4,1,2
OTU_902,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_607,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_617,0,1,1,0,1,2,1,248,0,0,0,0,0,0,0,0,0,0
OTU_567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_871,0,1,0,0,0,0,0,2,0,0,293,0,0,0,0,1,0,1
OTU_584,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0
OTU_682,0,0,0,1,0,0,9,3,16,169,25,3,0,6,4,0,0,3
OTU_710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_657,1,0,0,3,0,0,1,282,1,0,0,0,0,0,0,0,0,0
OTU_688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_941,0,0,0,0,0,0,0,0,1,97,2,0,0,0,1,0,0,0
OTU_559,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_655,0,0,0,0,0,0,146,0,82,52,1,0,0,0,0,0,0,0
OTU_780,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1110,0,0,0,0,0,0,20,82,0,9,135,3,0,0,1,0,1,0
OTU_720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_695,0,153,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
OTU_715,0,0,0,0,0,0,2,193,5,1,43,22,3,2,1,0,0,1
OTU_863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1512,0,0,0,0,0,0,2,203,0,0,0,0,2,0,1,0,0,2
OTU_1520,0,0,0,0,0,0,66,4,3,5,140,9,6,2,4,2,4,2
OTU_568,0,0,0,255,0,0,0,0,20,4,0,0,0,0,0,0,0,0
OTU_727,0,0,0,0,0,2,86,11,1,0,7,170,0,0,0,1,0,0
OTU_752,0,1,0,25,0,0,120,0,40,3,47,3,2,1,0,4,2,3
OTU_769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1256,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
OTU_957,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,1,0,0
OTU_1006,0,0,0,0,0,0,38,2,1,9,186,3,2,0,4,3,3,0
OTU_686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_669,1,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1467,0,23,0,11,0,0,1,0,0,10,0,1,0,0,42,56,10,0
OTU_574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_609,0,0,0,0,0,0,41,0,0,0,0,227,0,0,0,0,0,0
OTU_664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_538,0,0,0,0,0,0,0,0,1,0,0,0,2,0,261,0,0,0
OTU_656,0,1,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0
OTU_778,0,0,0,0,0,0,26,25,35,0,35,0,18,28,15,18,31,33
OTU_588,0,0,0,0,0,0,11,3,0,249,0,0,0,0,0,0,0,0
OTU_625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1117,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
OTU_667,0,0,0,0,0,2,119,0,1,1,0,0,0,1,0,0,0,1
OTU_988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_636,1,3,0,0,1,1,0,66,106,19,23,4,0,0,0,0,0,1
OTU_953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_660,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_1087,0,0,0,0,0,0,5,12,1,6,178,0,3,2,0,6,4,2
OTU_690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_802,0,0,0,0,0,0,65,0,0,0,0,0,0,1,0,0,0,0
OTU_908,6,2,3,5,5,5,1,2,1,65,2,1,1,1,4,0,2,1
OTU_597,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1057,0,0,0,0,0,0,0,0,0,0,240,1,0,0,4,0,1,0
OTU_850,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0
OTU_947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_774,0,0,0,0,0,0,4,6,3,0,55,0,5,3,145,9,7,4
OTU_1586,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1037,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_681,0,0,0,0,0,0,0,25,0,1,203,10,0,0,0,1,0,2
OTU_744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_600,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,1
OTU_818,0,0,0,0,1,1,0,0,0,0,0,0,0,89,0,133,0,0
OTU_884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_919,0,0,0,0,0,0,17,6,0,46,143,0,1,1,0,2,0,0
OTU_973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_654,0,0,0,0,0,0,234,0,0,0,1,0,0,1,0,0,0,0
OTU_672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_867,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_680,0,0,0,0,0,0,223,0,1,0,1,0,0,1,0,0,0,0
OTU_721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1178,0,0,0,0,0,0,0,0,0,0,224,0,0,0,1,1,0,1
OTU_628,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_684,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_1004,1,0,0,0,0,0,46,124,4,0,0,0,0,0,0,0,0,0
OTU_671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_739,0,0,0,1,0,0,30,1,1,0,174,0,0,1,4,1,0,2
OTU_719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_781,0,0,0,0,0,0,8,11,0,5,25,0,0,0,166,1,3,0
OTU_1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_724,0,0,0,149,0,0,0,23,1,0,41,0,0,0,0,1,0,0
OTU_713,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_890,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
OTU_1084,0,0,0,0,1,0,67,25,52,5,32,1,1,0,1,2,1,0
OTU_709,0,0,0,0,0,0,2,196,0,0,4,14,0,0,1,0,0,0
OTU_904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1063,2,0,0,1,1,0,15,17,20,7,3,8,7,12,8,12,13,12
OTU_670,0,0,0,0,0,0,134,47,4,0,1,2,0,0,2,1,0,1
OTU_948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_649,0,0,0,0,0,0,194,14,5,0,0,0,0,1,0,0,0,0
OTU_714,0,0,0,0,0,0,145,0,1,0,56,1,0,0,1,0,1,0
OTU_1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_666,0,0,0,0,0,0,56,0,81,1,46,0,2,0,0,0,0,0
OTU_770,0,0,0,0,0,0,4,6,8,25,3,17,8,4,9,11,3,8
OTU_873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_777,0,0,0,0,0,0,41,23,0,1,27,0,0,0,0,0,1,0
OTU_910,0,0,0,0,0,0,202,0,8,0,0,0,0,0,0,0,0,0
OTU_730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_786,0,0,0,0,0,0,34,0,38,10,52,15,0,0,0,3,0,0
OTU_804,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_827,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
OTU_1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_726,0,0,0,0,0,0,186,7,0,0,0,0,0,0,0,0,0,0
OTU_753,0,0,3,0,4,1,1,142,11,2,0,1,0,0,2,0,0,0
OTU_972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1108,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_891,0,0,0,0,0,0,7,4,3,1,138,4,0,0,0,2,1,2
OTU_693,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_839,0,0,0,0,0,0,3,0,3,2,157,9,4,1,3,3,4,3
OTU_949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_872,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1186,0,0,14,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
OTU_743,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_826,90,0,0,15,0,0,1,3,4,0,1,1,1,2,4,1,3,0
OTU_833,0,0,0,0,0,0,3,4,8,8,92,2,8,5,28,10,3,4
OTU_658,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_737,0,0,0,0,0,0,0,0,1,1,191,0,1,0,0,0,0,2
OTU_746,0,0,0,0,0,0,181,14,0,0,0,0,0,0,0,0,1,0
OTU_1044,59,0,56,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0
OTU_1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_970,0,0,0,0,0,0,71,0,1,0,119,0,2,1,0,0,0,0
OTU_733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1267,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,0,0,0
OTU_763,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
OTU_1236,0,0,0,0,0,0,88,0,1,0,19,0,0,0,1,0,0,1
OTU_1452,133,12,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,17
OTU_806,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_706,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0
OTU_829,7,5,2,0,3,0,0,1,2,0,0,0,0,0,0,1,0,0
OTU_707,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1759,0,0,0,0,0,0,43,2,0,1,87,0,2,1,1,0,0,0
OTU_747,0,0,0,0,0,0,0,160,10,1,6,1,0,0,0,0,0,0
OTU_882,0,0,0,0,0,0,1,1,4,117,3,0,1,1,3,1,2,1
OTU_985,1,0,0,0,0,0,12,10,7,12,6,5,12,5,18,16,6,8
OTU_723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_911,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_703,0,0,0,0,0,0,0,1,0,0,0,0,182,0,0,0,0,1
OTU_731,0,0,0,0,1,0,183,0,0,0,0,0,0,0,0,0,0,0
OTU_1244,0,0,0,0,0,0,1,0,1,7,1,1,1,1,1,0,0,0
OTU_823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_848,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,111,2
OTU_793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1202,61,0,0,0,0,0,3,0,1,86,0,20,0,0,0,1,0,0
OTU_815,0,0,0,0,0,0,1,105,8,0,1,1,1,0,0,0,1,1
OTU_968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1083,3,0,0,10,2,1,71,0,51,1,5,0,1,1,0,0,0,0
OTU_795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_889,0,0,0,1,1,1,66,1,2,1,2,91,0,0,0,0,1,0
OTU_1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_738,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0
OTU_1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_789,0,0,0,0,0,0,151,0,0,0,23,0,0,0,0,0,0,0
OTU_917,0,0,0,0,0,0,97,2,1,11,37,0,5,2,0,4,1,0
OTU_807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_870,0,1,0,17,0,0,22,0,133,0,0,0,0,0,0,0,0,0
OTU_1627,1,0,0,0,0,0,8,1,20,6,98,3,1,3,3,2,5,1
OTU_880,0,0,0,0,0,1,81,0,0,2,71,1,3,0,1,1,0,1
OTU_886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_946,0,0,0,0,0,0,0,0,0,0,159,0,1,0,0,1,0,0
OTU_1032,0,0,0,0,0,0,43,36,19,0,7,61,0,1,0,0,0,2
OTU_1388,0,0,0,0,0,0,11,8,10,6,9,6,20,7,9,15,9,9
OTU_754,1,0,0,0,0,1,22,0,135,0,5,0,0,0,0,0,0,0
OTU_791,0,0,0,1,1,1,0,138,2,0,24,0,1,1,0,0,0,1
OTU_810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1054,0,0,0,0,0,0,1,157,9,1,0,0,0,0,0,0,0,0
OTU_732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_762,0,0,0,0,0,0,0,1,1,70,6,78,0,0,1,0,0,1
OTU_854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_955,0,0,0,0,0,0,29,120,0,18,0,0,0,0,0,0,0,0
OTU_853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_975,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1628,0,0,0,0,0,0,8,7,15,5,8,2,10,12,6,10,11,12
OTU_920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1172,0,0,0,0,0,0,19,21,22,0,17,0,4,28,3,5,20,25
OTU_782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1121,0,0,0,0,0,0,10,22,28,0,13,2,6,16,9,3,17,23
OTU_892,0,0,8,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0
OTU_1284,0,0,0,0,0,0,1,0,11,13,2,5,11,13,4,12,10,22
OTU_869,0,0,0,0,0,0,1,3,2,1,114,0,4,1,16,1,1,2
OTU_766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_849,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0
OTU_895,0,0,0,0,0,0,16,10,1,0,114,0,0,0,0,0,0,1
OTU_773,0,0,0,0,0,0,0,1,0,154,1,0,0,0,0,0,0,1
OTU_1674,0,0,0,0,0,1,12,4,7,10,7,0,0,9,0,1,8,9
OTU_897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1097,0,0,0,0,0,0,134,0,2,18,3,0,0,0,0,0,0,0
OTU_768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_896,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_803,0,0,0,0,0,0,0,1,150,1,2,0,1,0,0,0,0,0
OTU_878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1055,0,0,0,0,0,0,0,0,1,3,132,2,0,3,0,2,1,1
OTU_1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1173,0,0,0,0,0,0,12,13,10,0,9,0,32,11,17,22,15,12
OTU_993,0,0,0,0,0,0,90,1,3,2,0,46,0,0,0,0,0,0
OTU_1170,0,0,0,0,0,0,7,8,12,6,9,3,4,9,13,9,16,2
OTU_1212,0,0,0,0,0,0,7,6,8,7,2,1,12,5,8,7,5,7
OTU_808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_899,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_938,0,0,0,0,0,0,147,1,0,1,1,0,0,0,0,1,0,0
OTU_1008,0,0,0,0,0,0,0,0,0,0,4,146,0,0,0,0,0,0
OTU_1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1395,0,0,0,0,0,0,3,3,2,5,2,22,8,4,2,2,6,3
OTU_771,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0
OTU_1303,0,0,0,0,0,0,1,12,0,6,74,9,1,0,1,1,0,0
OTU_1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1142,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
OTU_1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
OTU_874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_905,0,0,0,0,0,0,4,134,0,1,1,4,0,0,0,0,0,0
OTU_1062,2,0,19,0,21,20,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_787,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1090,19,0,0,98,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_816,0,0,0,0,1,0,0,1,58,81,0,0,0,0,0,0,0,0
OTU_951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1606,3,0,1,2,1,2,2,0,0,1,4,2,1,3,1,2,0,0
OTU_1070,0,0,0,0,0,0,1,1,2,1,82,0,5,2,2,1,1,3
OTU_1237,0,0,0,0,0,0,1,0,5,1,40,0,2,3,0,4,0,0
OTU_1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1891,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_857,0,0,0,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0
OTU_977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1149,0,0,0,0,0,0,25,0,8,4,40,3,1,5,4,5,8,6
OTU_1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1091,2,1,0,4,4,4,21,21,3,2,36,7,3,1,4,3,2,3
OTU_1214,0,0,0,0,0,0,0,0,1,0,133,0,0,0,0,0,0,0
OTU_749,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_924,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0
OTU_925,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1241,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
OTU_776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1005,0,0,0,0,0,0,57,1,2,0,0,0,8,0,7,5,0,1
OTU_1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_940,0,0,0,0,0,0,0,72,0,0,59,3,0,0,0,0,0,0
OTU_1211,0,0,0,2,0,0,89,2,1,0,2,0,0,0,1,1,3,1
OTU_1307,0,0,0,0,0,0,0,0,4,2,118,1,1,0,1,1,0,2
OTU_1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_801,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0
OTU_843,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0
OTU_881,0,0,0,0,0,0,0,0,1,17,114,0,0,0,0,0,0,0
OTU_900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1035,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0
OTU_1131,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_779,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0
OTU_859,0,0,0,0,0,0,96,2,0,0,3,0,2,0,1,1,2,1
OTU_861,0,0,0,0,0,0,4,4,3,18,4,0,21,4,5,10,4,7
OTU_1390,0,0,0,0,0,0,0,1,0,3,6,1,3,0,0,0,1,0
OTU_856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_930,0,0,0,0,0,0,3,1,13,2,4,88,2,0,1,0,1,1
