OTUID,DS1_R_1,DS1_R_2,DS1_R_3,DS1_R_4,DS1_R_5,DS1_R_6,DS2_R_1,DS2_R_2,DS2_R_3,DS2_R_4,DS2_R_5,DS2_R_6,DS3_R_1,DS3_R_2,DS3_R_3,DS3_R_4,DS3_R_5,DS3_R_6
OTU_596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_640,0,0,0,0,0,0,3,0,1,4,2,0,0,0,0,0,0,0
OTU_842,0,1,0,0,0,0,2,4,1,1,2,2,4,6,1,0,2,6
OTU_1114,14,2,9,0,18,0,1,2,0,0,0,0,19,5,8,12,22,21
OTU_765,4,5,36,18,34,5,2,3,4,11,1,4,0,10,4,3,0,1
OTU_928,138,0,22,0,44,12,2,0,1,2,2,1,7,0,1,52,1,5
OTU_627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_701,0,0,0,0,0,0,0,0,16,0,0,0,22,79,91,61,14,22
OTU_595,0,1,0,0,0,0,0,3,1,2,0,6,1,0,0,0,1,0
OTU_902,0,0,0,0,0,0,1,0,0,0,0,0,33,118,12,19,83,37
OTU_607,0,0,0,0,0,0,125,135,4,11,20,5,0,0,0,0,2,0
OTU_617,0,0,0,0,0,0,0,0,0,0,0,0,10,9,7,7,8,7
OTU_567,0,0,0,0,0,0,0,0,0,0,0,0,53,0,7,0,239,0
OTU_871,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OTU_682,0,1,0,0,0,0,3,0,40,5,5,5,0,0,0,0,0,0
OTU_710,1,0,0,2,0,0,47,22,18,43,60,49,9,9,7,16,4,10
OTU_608,0,0,0,0,0,0,0,0,0,0,0,0,36,15,24,27,126,67
OTU_958,0,0,0,0,0,0,5,18,9,9,12,17,35,13,19,47,75,34
OTU_683,0,0,0,0,0,0,0,0,0,0,0,0,153,4,0,2,126,6
OTU_751,0,0,0,0,1,0,0,1,9,0,0,0,40,52,18,64,56,50
OTU_1078,0,0,0,0,0,0,0,0,0,0,0,0,46,12,135,81,1,15
OTU_677,0,0,0,0,0,0,0,0,0,0,0,0,137,11,7,127,5,3
OTU_834,0,1,0,0,0,0,0,0,0,0,0,0,44,18,4,35,119,69
OTU_657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_688,0,0,0,0,0,0,0,0,0,0,0,0,14,1,3,0,195,74
OTU_941,0,0,0,0,0,49,0,0,0,0,0,0,46,24,9,23,21,14
OTU_559,14,30,20,18,35,2,24,18,21,26,29,16,8,6,7,7,0,4
OTU_655,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
OTU_780,13,1,3,0,7,0,47,21,19,3,3,26,20,8,19,21,51,22
OTU_635,0,0,0,0,0,0,30,36,20,34,34,63,6,21,20,9,4,7
OTU_1110,0,2,0,0,0,5,2,2,2,2,4,7,0,0,3,1,2,0
OTU_720,0,0,0,0,0,0,0,0,0,0,0,0,133,13,49,26,3,59
OTU_695,0,0,6,0,0,0,9,8,1,8,9,8,8,10,8,16,7,29
OTU_715,0,0,0,0,0,0,2,0,1,2,1,2,0,0,0,1,0,0
OTU_863,0,0,0,0,0,0,0,0,0,0,0,0,30,34,36,78,80,24
OTU_1512,0,0,0,0,0,0,1,1,0,0,1,0,6,10,3,5,32,12
OTU_1520,0,1,0,0,0,0,9,4,4,3,6,2,0,0,2,0,1,1
OTU_568,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_727,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_752,0,1,0,0,0,0,0,1,0,8,2,8,0,0,0,0,7,0
OTU_769,18,21,3,44,150,22,0,2,0,13,1,0,0,0,0,0,4,0
OTU_1256,5,17,7,1,1,0,16,3,7,62,33,54,9,18,14,13,3,12
OTU_957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1006,0,0,0,0,0,0,5,4,1,5,5,3,2,0,0,0,0,0
OTU_686,0,0,0,0,0,0,0,0,0,0,0,0,46,1,2,9,151,65
OTU_669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_868,0,0,0,0,244,1,0,0,0,0,0,0,7,4,2,2,0,11
OTU_1242,0,0,0,0,3,0,1,0,37,0,0,0,64,34,32,46,41,12
OTU_1467,0,0,0,0,0,0,0,1,0,0,0,0,56,14,6,8,21,10
OTU_574,0,0,0,0,0,0,0,0,0,0,0,0,24,27,32,68,63,55
OTU_609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_664,0,0,0,0,0,0,0,0,0,0,0,0,34,0,7,6,3,219
OTU_799,8,17,22,5,70,1,6,5,3,31,28,8,0,10,21,29,0,5
OTU_538,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_656,0,1,0,0,1,0,0,0,0,0,0,0,73,0,77,50,12,43
OTU_778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_625,33,6,28,30,33,47,23,14,9,8,16,11,0,3,1,1,0,0
OTU_663,0,0,0,0,0,0,0,0,0,0,0,0,8,4,23,16,10,202
OTU_1001,0,0,0,0,0,1,0,0,0,0,0,0,19,96,106,12,2,24
OTU_1117,25,5,5,7,2,3,20,17,30,17,41,10,2,8,3,26,6,12
OTU_667,0,0,0,114,0,0,0,0,0,0,1,1,2,1,3,3,0,10
OTU_988,1,22,1,19,2,1,3,7,5,4,17,13,75,22,49,9,7,2
OTU_1412,0,0,0,0,0,0,0,0,0,0,0,0,135,4,1,3,93,23
OTU_636,0,0,0,0,0,0,11,1,2,9,5,5,0,0,0,0,0,1
OTU_953,36,18,2,23,11,0,43,28,7,41,11,30,0,4,1,1,1,1
OTU_633,0,0,0,0,0,0,0,0,6,0,0,0,127,8,9,16,62,29
OTU_1120,2,5,1,17,28,2,4,6,37,0,3,16,36,3,3,30,52,7
OTU_660,0,0,0,0,0,0,0,0,2,0,0,0,84,3,2,80,67,13
OTU_1087,0,0,0,0,0,0,2,3,1,6,6,2,8,0,2,0,2,0
OTU_690,14,0,0,0,0,0,12,48,51,39,48,37,0,0,0,1,0,0
OTU_802,0,0,0,0,0,0,0,0,0,1,0,0,84,3,14,4,44,33
OTU_908,0,0,1,66,1,0,2,2,0,1,1,0,24,5,8,8,7,15
OTU_597,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_850,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_947,0,0,0,0,0,0,0,0,0,0,0,0,22,85,84,50,2,3
OTU_774,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
OTU_1586,1,4,2,0,4,0,7,4,12,8,4,27,48,21,31,21,31,18
OTU_616,0,0,0,10,0,139,1,2,0,18,44,1,1,14,5,0,0,9
OTU_1037,0,0,0,0,0,0,0,0,12,0,0,1,9,204,13,1,2,0
OTU_681,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_744,3,20,3,25,27,27,13,24,4,31,24,11,4,9,3,6,5,2
OTU_600,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_818,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,0,4,4
OTU_884,0,0,0,0,0,0,0,1,0,0,0,4,54,14,23,42,71,31
OTU_919,0,0,0,2,4,0,0,0,1,4,0,1,0,5,1,0,6,0
OTU_973,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,210,6
OTU_1106,12,3,4,7,0,1,30,17,7,21,19,11,12,9,13,28,27,16
OTU_1147,20,21,7,3,6,6,4,5,16,7,73,12,8,10,11,6,18,3
OTU_654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_672,0,0,1,0,88,0,0,0,0,0,1,1,0,0,4,35,50,56
OTU_898,11,8,52,42,38,26,5,6,18,2,0,9,3,7,1,1,2,2
OTU_775,0,0,0,0,0,0,0,0,0,0,0,0,117,2,84,18,11,0
OTU_740,3,0,0,0,0,1,26,39,43,7,30,7,20,10,28,12,4,1
OTU_867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_639,124,24,21,56,0,1,0,0,0,0,0,0,0,3,0,0,0,0
OTU_680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
OTU_721,0,0,0,0,0,0,0,0,0,0,0,0,15,171,0,3,12,28
OTU_852,0,0,0,0,0,0,0,0,0,0,0,0,152,26,11,10,19,11
OTU_1178,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_628,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_865,0,0,0,0,0,0,0,0,15,0,0,0,26,67,51,45,4,18
OTU_684,0,0,0,0,0,0,0,0,179,1,0,1,0,42,0,0,0,0
OTU_1004,0,0,0,31,0,0,0,0,0,0,1,0,3,0,3,2,6,3
OTU_671,1,51,14,7,12,10,6,13,37,19,22,20,0,4,6,0,1,1
OTU_739,0,0,0,0,0,0,2,0,1,1,1,2,1,0,1,0,0,0
OTU_719,0,0,0,0,0,0,24,4,2,1,5,73,16,27,1,59,5,6
OTU_781,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
OTU_1274,0,0,0,0,0,0,0,0,0,0,0,0,0,15,40,116,0,51
OTU_903,31,40,29,18,65,11,6,3,2,4,0,10,0,1,0,0,0,0
OTU_1022,1,0,0,0,0,0,0,0,4,0,0,0,43,4,21,49,88,9
OTU_724,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1
OTU_713,0,0,6,0,6,0,29,28,7,23,36,15,1,39,16,6,2,3
OTU_890,15,22,8,1,9,21,17,3,17,15,16,14,13,5,5,7,17,9
OTU_1084,0,0,0,0,0,0,3,3,2,3,3,15,0,0,0,0,0,0
OTU_709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_904,0,0,1,0,2,214,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1010,0,0,0,0,0,0,0,0,0,0,0,0,15,0,12,17,41,131
OTU_1015,2,3,2,0,6,0,23,20,35,2,4,5,24,14,1,14,26,35
OTU_1063,0,3,0,0,1,0,4,6,9,15,9,12,0,5,1,9,0,4
OTU_670,0,2,0,2,0,2,2,4,3,1,2,1,1,2,0,1,1,0
OTU_948,0,0,0,0,0,0,0,0,0,0,0,0,29,12,4,21,53,96
OTU_649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_714,0,1,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0
OTU_1013,9,7,10,7,8,37,68,16,1,28,5,2,0,4,4,2,1,2
OTU_666,0,1,0,0,0,0,4,1,0,3,5,7,1,0,2,0,0,1
OTU_770,0,0,0,0,0,0,16,13,14,28,23,9,0,2,0,0,0,0
OTU_873,0,0,0,0,16,0,4,42,9,21,48,43,1,2,0,5,9,11
OTU_764,0,0,0,0,0,0,7,3,0,0,0,2,0,11,187,0,0,0
OTU_777,0,1,0,0,0,109,0,0,0,0,0,0,0,5,0,0,0,2
OTU_910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_730,0,1,0,0,3,0,0,0,0,0,0,0,75,23,10,24,31,42
OTU_786,0,0,0,0,8,0,9,2,8,9,9,11,0,0,0,0,0,1
OTU_804,0,0,0,0,0,0,0,0,0,0,0,0,71,0,1,8,101,24
OTU_827,25,7,4,74,7,25,3,5,0,0,0,3,0,6,1,5,1,39
OTU_1011,0,0,0,0,0,0,0,0,0,0,0,0,14,12,16,63,45,56
OTU_1421,16,3,11,6,1,2,55,33,9,3,37,11,3,0,3,9,1,3
OTU_726,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,3,2
OTU_753,1,0,4,3,0,22,4,0,1,0,0,1,0,0,0,1,1,1
OTU_972,0,0,0,0,0,0,0,0,0,0,0,0,23,81,16,46,2,38
OTU_1108,20,2,23,11,12,1,19,31,19,4,30,11,1,4,8,5,0,3
OTU_891,0,2,0,0,0,0,2,3,4,4,8,5,0,10,1,0,0,3
OTU_693,0,0,0,0,0,0,96,60,0,0,1,38,0,0,0,0,5,2
OTU_839,0,2,0,0,0,0,3,0,2,1,1,2,0,0,0,0,0,0
OTU_949,0,0,0,0,0,0,0,0,0,0,0,0,0,92,103,6,1,1
OTU_872,1,0,0,0,1,0,4,14,21,13,16,42,29,14,9,30,6,0
OTU_952,5,0,0,12,8,0,9,9,19,6,2,1,45,17,8,22,18,21
OTU_1186,13,5,5,19,4,62,0,2,14,14,2,3,17,3,1,1,9,8
OTU_743,13,15,20,7,20,1,8,16,3,23,9,19,5,3,5,2,19,12
OTU_826,0,0,0,0,0,1,2,2,1,0,1,1,10,29,1,6,12,9
OTU_833,0,0,0,0,0,0,6,4,2,2,4,4,0,0,0,0,2,0
OTU_658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_689,0,0,0,0,0,0,0,0,0,0,0,0,0,31,131,25,0,9
OTU_692,0,4,0,0,0,0,17,6,7,7,13,13,0,19,71,20,0,19
OTU_737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1044,4,2,0,0,44,6,0,1,3,0,0,1,1,3,1,4,2,2
OTU_1378,0,0,0,0,0,0,0,0,0,0,0,0,11,2,21,48,50,63
OTU_970,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_733,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,189,3
OTU_1021,0,0,0,0,0,0,38,21,13,21,28,14,5,7,11,6,17,12
OTU_1267,0,0,0,0,0,0,0,0,36,0,0,0,27,29,22,12,13,21
OTU_763,1,1,0,0,0,1,3,11,2,32,49,8,26,27,7,1,10,11
OTU_1236,0,0,0,0,0,0,1,1,0,3,2,3,39,4,5,1,12,11
OTU_1452,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU_806,0,0,0,0,0,0,0,0,0,0,0,0,75,5,5,21,41,42
OTU_811,0,0,0,0,0,0,0,0,0,1,0,0,185,0,1,3,0,0
OTU_706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_829,0,0,1,113,0,0,0,0,0,0,0,0,30,4,3,6,7,4
OTU_707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1759,47,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_747,0,0,0,0,0,0,1,1,0,2,1,3,0,0,1,0,0,0
OTU_882,4,0,2,5,5,1,4,0,1,0,1,4,0,1,3,5,6,10
OTU_985,0,0,0,0,0,0,13,11,8,13,13,11,0,0,0,0,0,0
OTU_723,0,0,0,0,0,0,0,0,0,0,0,0,19,25,8,43,52,39
OTU_911,1,0,18,0,0,0,0,1,4,0,2,5,9,8,3,20,88,26
OTU_936,4,11,9,19,2,0,6,3,11,12,4,3,12,12,2,12,42,20
OTU_703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1244,0,0,0,0,0,0,2,0,0,0,5,3,95,16,4,10,31,3
OTU_823,0,0,0,0,1,0,111,43,2,2,2,22,0,0,0,0,0,0
OTU_848,4,0,3,0,0,0,0,0,2,2,0,0,6,3,17,3,13,13
OTU_793,0,0,0,0,0,0,5,4,100,0,0,0,12,6,16,8,27,4
OTU_1202,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
OTU_815,0,0,0,0,0,0,0,1,0,1,1,0,6,4,9,7,12,20
OTU_968,0,0,0,0,0,0,0,0,0,0,0,0,24,12,13,69,12,50
OTU_1023,0,1,0,2,0,0,4,1,0,15,1,0,9,12,6,7,77,44
OTU_1083,0,0,2,0,0,27,0,0,0,0,0,0,0,0,2,0,0,0
OTU_795,0,0,0,0,0,0,0,0,0,0,0,0,27,98,1,8,26,17
OTU_805,0,0,0,0,0,0,0,0,5,0,0,0,23,65,68,7,0,9
OTU_889,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0
OTU_1016,28,4,2,13,0,14,22,24,4,13,19,6,1,9,0,5,3,9
OTU_738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1031,2,8,1,5,6,5,14,24,18,19,41,11,7,7,2,2,1,2
OTU_1449,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,3,99,57
OTU_1706,0,0,0,0,0,0,0,0,18,0,0,0,12,20,61,56,2,6
OTU_1105,0,0,0,0,0,0,0,0,6,0,0,0,17,6,8,6,50,80
OTU_750,1,0,2,0,22,34,11,25,2,12,47,15,3,0,0,0,0,0
OTU_789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_917,0,0,0,0,0,0,0,3,4,3,1,2,0,0,0,0,0,1
OTU_807,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,25,4,126
OTU_870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1627,0,3,0,0,0,0,2,2,0,2,4,3,0,0,1,2,0,0
OTU_880,0,0,0,0,0,0,2,3,0,0,0,2,0,0,1,1,0,0
OTU_886,0,0,0,0,0,0,0,0,0,0,0,0,18,2,12,17,41,81
OTU_946,0,0,0,0,0,0,0,2,0,0,0,0,0,6,1,0,0,1
OTU_1032,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_1388,0,0,0,0,0,0,4,11,4,5,7,5,13,0,1,1,0,0
OTU_754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
OTU_791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_810,0,0,0,0,0,0,0,0,0,0,0,0,7,30,9,36,45,43
OTU_1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_732,0,0,0,0,0,0,0,0,0,0,0,0,44,55,20,48,1,0
OTU_762,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,3
OTU_854,0,0,0,0,0,0,0,0,0,0,0,0,47,3,25,38,44,10
OTU_955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_853,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,86,0
OTU_975,0,1,36,0,0,117,0,0,0,0,0,0,0,0,0,1,3,3
OTU_1628,0,0,0,0,0,0,5,9,7,0,4,4,7,17,0,3,3,0
OTU_920,0,0,0,0,0,0,14,1,39,8,3,2,11,2,4,26,51,4
OTU_1000,0,0,0,0,0,0,0,4,3,6,6,0,27,9,12,22,35,40
OTU_1074,0,0,0,0,1,0,1,1,1,0,5,0,18,2,4,46,62,23
OTU_1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_782,0,0,0,0,0,0,0,0,0,0,0,0,0,4,103,31,6,20
OTU_794,0,0,0,0,0,0,0,0,8,0,0,0,5,38,15,32,49,17
OTU_1121,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,8,0
OTU_892,6,3,2,0,3,0,0,3,22,0,0,0,35,7,29,14,6,13
OTU_1284,0,0,0,0,0,0,9,8,6,12,16,7,0,0,0,0,0,0
OTU_869,0,0,0,0,0,0,0,0,0,0,1,0,2,1,5,3,1,3
OTU_766,0,0,0,0,0,0,0,0,0,0,0,0,10,4,1,8,49,89
OTU_785,3,25,6,4,7,0,24,3,2,7,22,17,11,3,3,17,6,1
OTU_849,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,1,0,1
OTU_895,0,4,0,0,0,0,1,0,5,3,0,1,0,0,0,0,2,3
OTU_773,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
OTU_1674,0,0,0,0,1,0,1,0,0,0,0,2,56,8,2,0,10,11
OTU_897,0,0,0,0,0,0,0,0,0,0,0,0,47,22,40,31,4,15
OTU_1097,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,28,1,6
OTU_824,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,39,52,33
OTU_896,0,1,0,0,0,0,8,3,4,5,30,0,24,29,8,32,7,5
OTU_864,0,0,0,0,0,0,0,0,0,0,0,0,58,41,7,19,20,11
OTU_1293,0,0,0,0,0,0,0,0,0,0,0,0,1,9,84,60,0,1
OTU_803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_878,0,14,1,9,3,0,8,38,12,23,13,24,0,4,3,2,0,1
OTU_1055,0,0,0,0,0,0,3,1,0,3,1,1,0,0,0,0,0,0
OTU_1080,5,4,6,6,5,2,9,7,14,14,42,27,0,7,1,1,0,4
OTU_1369,0,0,0,0,0,0,0,0,0,0,0,0,65,34,6,10,33,6
OTU_1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_993,0,0,0,0,0,0,1,1,4,0,0,2,0,3,0,0,0,0
OTU_1170,0,0,0,0,0,0,15,7,4,7,10,11,0,0,0,0,0,0
OTU_1212,0,0,0,0,0,0,10,0,2,8,8,12,11,0,0,7,12,6
OTU_808,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,46,12,90
OTU_899,1,6,3,1,21,0,2,27,27,10,3,27,11,3,0,0,2,6
OTU_938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1075,0,0,0,0,0,0,0,0,0,0,0,0,43,13,64,11,17,2
OTU_788,11,16,1,0,2,4,6,11,7,1,1,5,6,16,9,6,4,44
OTU_796,13,17,2,18,12,10,0,6,24,33,2,1,0,4,6,0,0,2
OTU_942,0,0,0,0,0,0,0,0,0,0,0,0,117,0,3,11,8,11
OTU_883,0,0,0,0,0,0,0,0,28,0,0,0,5,0,0,115,1,0
OTU_819,0,0,0,0,0,0,0,0,0,0,0,0,58,20,3,27,36,4
OTU_1166,18,13,1,8,65,26,1,3,1,3,6,0,0,0,0,2,0,0
OTU_1395,0,0,0,0,0,0,3,32,38,5,3,3,0,1,0,0,0,0
OTU_771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1303,0,2,0,3,0,0,3,0,1,4,14,7,0,0,1,0,6,0
OTU_1370,0,0,0,0,0,0,0,0,0,0,0,0,49,29,51,15,2,0
OTU_901,0,0,0,0,0,0,0,0,0,0,0,0,23,58,25,16,4,20
OTU_926,2,0,0,0,0,0,0,0,0,0,0,0,24,23,9,32,26,30
OTU_943,0,0,0,0,0,0,0,0,1,32,47,0,6,28,12,0,18,1
OTU_1142,0,2,1,0,1,0,2,2,9,0,0,0,32,7,3,10,60,14
OTU_1155,0,0,0,0,0,0,0,0,24,0,1,0,1,0,20,21,56,20
OTU_874,0,0,0,0,0,0,0,0,0,0,0,0,56,1,13,68,5,2
OTU_1014,4,9,4,10,20,68,0,1,14,0,4,2,0,0,3,3,0,2
OTU_1061,0,0,0,0,0,0,0,0,0,0,0,0,0,135,5,4,0,0
OTU_905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1062,32,0,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1251,0,0,0,0,0,0,0,0,0,0,0,0,21,13,13,19,32,45
OTU_787,34,15,16,26,50,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1024,0,0,0,0,0,0,0,0,0,0,0,0,16,7,3,19,6,91
OTU_1090,0,1,1,2,4,3,0,0,6,0,0,3,0,3,0,0,1,0
OTU_816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_951,2,0,11,5,9,0,5,13,15,8,17,3,4,28,12,6,2,1
OTU_1606,0,2,0,0,1,1,0,2,0,0,0,2,51,22,5,8,6,15
OTU_1070,0,0,0,0,0,0,3,2,0,0,4,2,12,1,1,0,13,0
OTU_1237,0,0,0,0,0,0,0,0,0,2,0,0,48,1,9,0,17,6
OTU_1403,0,0,0,0,0,0,0,0,0,0,0,0,85,42,0,0,9,3
OTU_1891,0,0,0,0,0,0,0,0,0,0,0,0,41,4,8,1,83,1
OTU_857,0,0,88,0,0,35,0,0,0,0,0,0,1,0,0,0,5,0
OTU_977,28,17,10,0,28,6,31,10,0,0,0,4,0,3,0,2,0,0
OTU_996,0,0,0,0,7,0,2,3,2,1,7,11,4,62,7,12,15,5
OTU_1039,0,0,0,0,0,0,0,0,0,0,0,0,70,23,21,9,7,7
OTU_1149,0,0,0,0,0,0,12,1,1,6,6,2,0,0,0,0,0,0
OTU_1162,0,0,0,0,0,0,14,1,2,0,1,3,0,5,32,0,9,70
OTU_832,9,9,0,0,55,0,18,8,1,2,2,4,0,14,5,6,2,2
OTU_1091,0,1,0,0,2,0,3,2,2,2,1,1,0,1,0,0,0,0
OTU_1214,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
OTU_749,2,1,2,29,6,9,0,20,11,0,15,29,0,5,1,3,0,2
OTU_862,0,0,0,0,1,0,32,6,15,10,20,32,3,16,0,1,0,0
OTU_924,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU_925,0,0,0,0,0,0,1,0,0,0,0,0,43,21,21,0,34,15
OTU_1104,0,0,0,0,0,0,0,0,0,0,0,0,19,2,56,58,0,0
OTU_1241,0,0,1,0,0,0,0,0,0,0,0,0,29,26,18,15,12,31
OTU_776,0,0,0,0,0,0,0,0,0,0,0,0,0,14,43,76,1,1
OTU_1005,0,0,0,0,0,0,1,0,0,0,0,0,12,17,9,14,0,0
OTU_1089,0,0,0,0,0,0,0,0,0,0,0,0,49,1,2,0,79,3
OTU_893,2,0,0,0,0,1,36,13,19,3,22,22,6,2,1,4,2,1
OTU_940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1211,0,0,0,0,0,0,2,0,0,0,0,0,15,5,2,1,3,3
OTU_1307,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
OTU_1398,0,3,1,0,14,1,10,13,23,3,16,8,23,9,3,4,1,1
OTU_801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_843,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
OTU_881,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_900,0,19,2,0,16,0,23,21,12,0,0,40,0,0,0,0,0,0
OTU_916,0,0,0,119,0,9,0,0,0,0,5,0,0,0,0,0,0,0
OTU_1035,0,0,0,0,0,0,0,0,0,0,0,1,34,2,1,2,11,4
OTU_1131,0,0,0,0,0,0,0,0,22,0,2,0,11,42,40,14,0,0
OTU_1800,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,10,73,35
OTU_779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_859,0,1,0,0,0,0,0,1,0,0,3,0,2,4,1,3,8,1
OTU_861,0,0,0,0,0,0,6,0,0,16,16,10,0,0,0,0,0,0
OTU_1390,0,0,0,0,0,0,1,0,1,3,2,1,20,18,13,19,10,28
OTU_856,0,10,0,0,0,0,45,11,1,21,9,21,0,6,2,0,0,5
OTU_930,0,0,0,0,0,0,0,1,1,2,0,0,0,0,5,1,4,1
OTU_1199,0,0,0,0,0,0,0,0,0,0,0,0,17,28,47,18,6,14
