,DS1_R_1,DS1_R_2,DS1_R_3,DS1_R_4,DS1_R_5,DS1_R_6,DS2_R_1,DS2_R_2,DS2_R_3,DS2_R_4,DS2_R_5,DS2_R_6,DS3_R_1,DS3_R_2,DS3_R_3,DS3_R_4,DS3_R_5,DS3_R_6
OTU_108,0.254944627,0.123848464,0.054446802,0.03461133,0.162129091,0.065790529,0.653240878,1.396043028,0.422963674,0.926582278,0.980193229,0.841528612,0,0.040803669,0.00649551,0.013543483,0,0.003405299
OTU_103,1.185411321,0.926318647,0.724705706,0.895174866,0.773936984,0.773439882,0.047159101,0.145610746,0.037416017,0.111392405,0.082723314,0.110553759,0,0.008160734,0.003247755,0.001692935,0,0
OTU_144,0,0,0,0.001573242,0,0,0.0052399,0,0.465260041,0,0.003121634,0.003300112,0.414326638,0.496172616,1.201669346,2.48861501,0.246369071,0.17707553
OTU_112,0.685265175,0.984001493,0.63083191,0.629296918,0.56745182,0.980439352,0.075105235,0.101927522,0.214735404,0.108016878,0.149838455,0.143554881,0.022658488,0.070182311,0.07794612,0.04401632,0.113708802,0.114077505
OTU_181,0,0,0,0,0,0,0.003493267,0.001820134,0,0.001687764,0.003121634,0.019800673,0,0,0,0,0,0
OTU_101,0,0,0,0,0,0,0.003493267,0,0,0,0,0,0,0,0,0,0,0
OTU_630,0.610568023,0.269752133,0.214032255,0.264304706,0.243193637,0.275999294,0.113531169,0.094646985,0.079712385,0.101265823,0.140473552,0.062702132,0.089015489,1.211052898,0.750231403,0.299649562,0.349740709,0.366069604
OTU_93,0,0,0,0,0,0,0,0,0,0,0,0,0.00485539,0,0.001623877,0,0,0
OTU_142,0,0.015268989,0,0,0,0,0.017466334,0.01274094,0.006507133,0.003375527,0.009364903,0.047851627,0.003236927,0.00489644,0.001623877,0.003385871,0,0
OTU_216,0.102302621,0.067862172,0.161462929,0.058209965,0.151422453,0.139604294,0.282954605,0.300322164,0.857314831,0.85907173,0.780408622,0.490066662,0.095489342,0.204018345,0.13640571,0.084646769,0.032734352,0.032350337
OTU_174,0,0,0,0,0,0.014441824,0.012226434,0.009100672,0.00488035,0.011814346,0.010925721,0.034651178,0.025895415,0.014689321,0.004871632,0.003385871,0.003445721,0.001702649
OTU_95,0,0.001696554,0,0,0,0,0,0,0,0.001687764,0,0,0,0,0,0,0,0
OTU_170,0.004871553,0.001696554,0.007509904,0.007866211,0.041297033,0.060976588,0.462857842,0.325804044,0.149664069,0.938396624,1.114423512,0.760675863,0.166701733,0.125675301,0.144525097,0.309807175,0.177454646,0.269018593
OTU_148,0,0,0,0,0,0.016046471,0.017466334,0.014561075,0.006507133,0.016877637,0.014047355,0.02970101,0.019421561,0.003264294,0,0,0.005168582,0.001702649
OTU_332,0,0,0,0,0,0,0,0,0.128515886,0,0.003121634,0,0.738019324,2.593481206,0.254948767,1.02253297,0.086143032,0.124293401
OTU_319,0,0.003393109,0,0,0.003059039,0.011232529,0.0104798,0.001820134,0.001626783,0.008438819,0.018729807,0.044551515,0.037224659,0,0.001623877,0.006771742,0,0
OTU_331,0,0,0,0,0,0,0.008733167,0,0.00488035,0.01350211,0.007804086,0.008250281,0.029132342,0.05059655,0.292297949,0.054173932,0.001722861,0.003405299
OTU_167,0.001623851,0,0,0,0,0.184534412,0.003493267,0.003640269,0,0,0,0,0.012947707,0,0.001623877,0.006771742,0.001722861,0.001702649
OTU_122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_157,0,0,0,0,0,0,0.006986533,0.001820134,0,0,0,0,0,0,0,0,0,0
OTU_126,0,0,0,0,0,0,0,0,0,0,0,0,0.014566171,0.013057174,0.001623877,0.006771742,0,0.022134441
OTU_121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.942774557,0.538353451,0,0
OTU_195,0.282550096,0.515752507,0.5613653,0.376004909,0.4573264,0.767021294,0.284701238,0.182013433,0.104114135,0.29535865,0.270021383,0.371262623,0.00485539,0.013057174,0.011367142,0.001692935,0.001722861,0.010215896
OTU_145,0.14452275,0.050896629,0.003754952,0,0.022942796,0.012837176,1.075926152,0.453213447,0.260285338,0.621097046,0.59467137,0.821727939,0.106818586,0.037539376,0.016238775,0.116812541,0.087865893,0.090240414
OTU_191,0.092559514,0.040717303,0.028162139,0.059783207,0.16824717,0.245511,0.080345135,0.243898,0.491288575,0.631223629,0.613401177,0.608870702,0.186123295,0.078343045,0.069826732,0.196380504,0.3238978,0.280937138
OTU_161,0,0,0,0.001573242,0,0,0,0,0,0,0.001560817,0,1.584475699,0.148525355,1.125347104,0.275948467,0.484123839,0.761084247
OTU_297,0.149394304,0.186620973,0.105138652,0.19193556,0.192719486,0.118743882,0.333606973,0.365847,0.333490589,0.264978903,0.168568262,0.176556003,0.05179083,0.409668837,0.280930807,0.477407777,0.155057457,0.458012668
OTU_188,0,0,0,0,0,0,0.033186034,0,0,0.001687764,0.001560817,0,0.008092317,0.003264294,0.011367142,0.010157612,0.003445721,0.018729143
OTU_223,0,0,0,0,0,0,0.0052399,0.001820134,0,0.006751055,0.006243269,0.001650056,0.025895415,0,0,0,0,0.003405299
OTU_184,0.165632815,0.030537977,0.028162139,0.022025392,0.041297033,0.250324941,0,0.003640269,0.008133917,0.015189873,0,0.023100785,0.00485539,0.011425027,0.009743265,0.015236418,0.196406113,0.011918545
OTU_128,0,0,0,0,0,0.004813941,0,0,0,0,0,0,0.624726884,0.05549299,1.221155876,2.15510674,0.127491687,0.081727167
OTU_177,0,0,0,0,0,0,0.012226434,0.010920806,0.00488035,0.015189873,0.006243269,0.003300112,0.025895415,0.001632147,0,0,0,0.005107948
OTU_141,0,0,0,0,0,0,0.0052399,0.001820134,0.00488035,0.006751055,0.012486538,0.013200449,0,0,0,0,0.005168582,0
OTU_156,0,0.010179326,0,0,0,0,0.019212967,0.003640269,0.006507133,0.016877637,0.021851441,0.026400898,0.001618463,0,0.003247755,0.008464677,0.001722861,0.010215896
OTU_179,0,0,0,0,0,0,0,0,0,0,0,0,1.391878551,0.014689321,0.215975707,1.772503344,0.232586186,0.432472928
OTU_271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_256,0.004871553,0.001696554,0.001877476,0,0.004588559,0,0.443644875,0.407710089,0.079712385,0.708860759,0.88342256,0.836578444,0.095489342,0.252982748,0.087689385,0.049095126,0.031011491,0.098753661
OTU_287,0.024357767,0.001696554,0.082608941,0.001573242,0.00152952,0.038511529,0.244528671,0.05460403,0.136649802,0.005063291,0.015608172,0.024750842,0.286468027,0.612055036,0.310160601,0.496030067,0.797684475,0.57719812
OTU_138,0,0,0,0,0,0.001604647,0.639267811,0.273020149,0.016267834,0.867510549,1.058234091,0.851428949,0.016184634,0.052228696,0.01948653,0.005078806,0.046517237,0.037458285
OTU_132,0,0,0,0,0,0,0,0,0.001626783,0.003375527,0.003121634,0.001650056,0,0,0,0,0,0
OTU_140,0.016238511,0.028841423,0.018774759,0.015732423,0.016824717,0.011232529,0.0104798,0.007280537,0,0,0.018729807,0.001650056,0.001618463,0.001632147,0.003247755,0,0.001722861,0.003405299
OTU_133,0,0,0,0.001573242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_178,0.073073301,0.001696554,0.007509904,0.001573242,0.015295197,0.044930118,0.426178541,0.367667134,0.053683851,0.703797468,0.710171846,0.653422216,0.033987732,0.05059655,0.066578977,0.086339704,0.089588753,0.068105973
OTU_169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_233,0,0,0,0,0,0.004813941,0.043665834,0.009100672,0.006507133,0.020253165,0.020290624,0.028050954,0.024276951,0.001632147,0.004871632,0,0.012060024,0.008513247
OTU_166,0,0.006786217,0,0,0,0.184534412,0.008733167,0.001820134,0.001626783,0.016877637,0.012486538,0.018150617,0.00485539,0.003264294,0.001623877,0.005078806,0,0.005107948
OTU_168,0,0,0,0,0,0,0.113531169,0.036402687,0.081339168,0.005063291,0.010925721,0.056101907,0.042080049,0.027746495,0.04546857,0.052480997,0.115431663,0.039160934
OTU_192,0.394595823,0.261269362,0.210277303,0.303635763,0.360966656,0.20699947,0.239288771,0.25663894,0.310715622,0.1907173,0.30592018,0.217807405,0.072830854,0.073446604,0.092561017,0.137127766,0.036180073,0.044268882
OTU_236,0,0,0,0,0,0,0.001746633,0.007280537,0.003253567,0.010126582,0,0.004950168,0,0,0,0,0,0
OTU_392,0.342632587,0.366455728,0.446839269,0.335100609,0.51238911,0.274394647,0.120517702,0.254818806,0.255404988,0.133333333,0.165446628,0.209557125,0.019421561,0.06038943,0.07145061,0.059252738,0.001722861,0.045971532
OTU_232,0.003247702,0,0.001877476,0.003146485,0.003059039,0,0.012226434,0.005460403,0.00488035,0.001687764,0.004682452,0.011550393,0.003236927,0,0.00649551,0.001692935,0.005168582,0.010215896
OTU_226,0,0,0,0,0,0,0,0,0,0,0,0,0.592357616,0.076710898,1.183806694,1.450845621,0.148166015,0.141319894
OTU_605,0.008119256,0.015268989,0.067589133,0.048770511,0.050474151,0.054558,0.344086773,0.420451029,0.343251289,0.34092827,0.273143018,0.29205993,0.241151051,0.297050711,0.250077134,0.26748379,0.168840343,0.143022543
OTU_225,0,0.005089663,0,0,0,0,0.012226434,0.009100672,0.0097607,0.018565401,0.001560817,0.006600224,0.008092317,0,0.037349182,0.049095126,0.015505746,0.028945038
OTU_213,0,0,0,0,0,0,0.0052399,0.001820134,0,0.001687764,0.001560817,0.004950168,0.006473854,0.006528587,0.00649551,0.008464677,0.017228606,0.018729143
OTU_176,0.46117372,0.225641722,0.131423314,0.330380882,0.062710309,0.115534588,0.17117007,0.238437597,0.398561924,0.349367089,0.238805038,0.301960267,0.025895415,0.047332256,0.108799792,0.113426671,0.075805868,0.143022543
OTU_162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_347,0.133155792,0.117062247,0.061956705,0.077088872,0.11318446,0.078627706,0.120517702,0.293041626,0.286313872,0.266666667,0.340258159,0.367962511,0.189360221,0.099560953,0.157516117,0.328429464,0.220526162,0.248586801
OTU_281,0.189990582,0.142510561,0.168972833,0.275317402,0.255429795,0.253534235,0.122264335,0.374947671,0.118755185,0.56371308,0.501022335,0.414164082,0,0.014689321,0.040596937,0.016929354,0.001722861,0.001702649
OTU_252,0,0.010179326,0,0,0,0,0,0.005460403,0.003253567,0.005063291,0.007804086,0.008250281,0,0,0,0,0,0
OTU_158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009792881,0.001623877,0.081260898,0.018951467,0.023837091
OTU_183,0,0,0,0,0,0,0.001746633,0,0,0,0,0,1.951866898,1.186570696,0.024358162,0.162521797,0.074083007,0
OTU_149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_257,0,0,0,0,0,0,0.008733167,0.005460403,0.001626783,0.008438819,0.007804086,0.001650056,0.001618463,0,0,0.001692935,0,0.015323844
OTU_284,0,0.001696554,0,0.02045215,0.00152952,0.120348529,0.001746633,0.003640269,0.001626783,0,0.014047355,0.003300112,0,0.00489644,0,0.003385871,0,0
OTU_512,0,0,0.00938738,0.003146485,0.003059039,0.012837176,0,0,0,0.001687764,0.001560817,0,0.025895415,0.003264294,0.001623877,0,0.010337164,0.001702649
OTU_172,0.36049495,0.127241572,0.185870116,0.210814468,0.272254512,0.192557647,0.083838401,0.298502029,0.299328138,0.133333333,0.280947104,0.32176094,0.055027757,0.097928806,0.095808772,0.142206572,0.041348655,0.148130491
OTU_229,0.212724497,0.247696928,0.334190714,0.269024432,0.385438972,0.325743353,0.16593017,0.265739612,0.229376454,0.227848101,0.291872825,0.260708864,0.003236927,0.017953614,0.014614897,0.035551643,0,0.023837091
OTU_245,0,0,0,0,0,0,0,0,0,0,0,0,1.579620308,0.009792881,0,0.040630449,1.603983254,0.103861609
OTU_365,0.139651197,0.115365692,0.247826822,0.160470714,0.258488835,0.303278294,0.162436903,0.322163776,0.234256804,0.253164557,0.195102155,0.323410996,0.027513878,0.081607338,0.12341469,0.160828861,0.10681736,0.071511272
OTU_187,0,0,0,0,0,0,0.017466334,0.01274094,0.00488035,0.020253165,0.010925721,0.018150617,0,0,0,0,0.001722861,0
OTU_193,0,0,0,0,0,0,0,0,0,0,0.001560817,0,0,0,0,0.001692935,0,0
OTU_254,0,0,0,0,0.016824717,0.126767118,0.024452867,0.001820134,0.001626783,0.005063291,0.020290624,0.021450729,0,0.001632147,0,0,0,0
OTU_208,0.103926472,0.032234532,0.026284663,0.059783207,0.28296115,0.056162647,0.106544635,0.100107388,0.307462055,0.052320675,0.014047355,0.061052076,0.365772735,0.125675301,0.146148975,0.418155039,0.542701101,0.316692774
OTU_160,0,0,0.001877476,0.017305665,0.00152952,0,0,0.001820134,0,0,0,0,0,0,0,0,0,0
OTU_290,0.20135754,0.081434606,0.078853989,0.185642591,0.136127256,0.226255235,0.129250869,0.192934239,0.216362187,0.305485232,0.24348749,0.19470662,0.161846343,0.137100328,0.074698365,0.15405712,0.236031907,0.143022543
OTU_182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_220,0,0,0,0,0,0,0.0157197,0.014561075,0.017894617,0.038818565,0.02809471,0.018150617,0.025895415,0.003264294,0,0,0.006891443,0.001702649
OTU_274,0,0,0,0,0,0,0.0052399,0.003640269,0.001626783,0.003375527,0.004682452,0.003300112,0.038843122,0.00489644,0.011367142,0.001692935,0.010337164,0.013621195
OTU_204,0.024357767,0.010179326,0.001877476,0.018878908,0.035178954,0,0.401725674,0.387688611,0.108994485,0.683544304,0.491657432,0.592370141,0.082541635,0.079975191,0.014614897,0.030472837,0.005168582,0.057890077
OTU_1735,0.266311585,0.22903483,0.369862757,0.239132829,0.333435301,0.186139059,0.134490769,0.165632224,0.242390721,0.160337553,0.176372349,0.174905947,0.022658488,0.06038943,0.09093714,0.084646769,0.010337164,0.039160934
OTU_276,0.001623851,0,0.022529711,0,0,0,0.609575044,0.296681895,0.325356672,0.318987342,0.218514414,0.019800673,0.037224659,0.008160734,0.194865299,0.313193045,0.677084231,0.001702649
OTU_288,0,0,0.001877476,0.001573242,0,0.635440235,0.0209596,0.003640269,0.006507133,0.016877637,0.004682452,0.003300112,0.027513878,0.013057174,0.009743265,0.020315225,0.02756577,0.037458285
OTU_221,0,0,0,0,0,0,0.001746633,0,0,0,0,0.001650056,0,0,0,0,0,0
OTU_205,0.232210711,0.166262321,0.249704298,0.243852556,0.28143163,0.399557117,0.113531169,0.13468994,0.201721137,0.226160338,0.209149511,0.242558247,0.025895415,0.068550164,0.063331222,0.027086966,0,0.022134441
OTU_422,0,0,0,0,0,0,0.319633906,0.31124297,1.392526557,0.001687764,0,0.003300112,0.158609416,0.073446604,0.14939673,0.167600603,0.229140465,0.112374855
OTU_1826,0.112045728,0.076344943,0.095751272,0.078662115,0.177424289,0.166883294,0.16593017,0.25663894,0.522197459,0.28185654,0.223196866,0.358062174,0.038843122,0.071814458,0.099056527,0.108347864,0.003445721,0.042566233
OTU_206,0.008119256,0.045806966,0.003754952,0.003146485,0.00152952,0.001604647,0.0157197,0.009100672,0.115501619,0.001687764,0.003121634,0.070952412,0.252480295,0.017953614,0.05196408,0.482486583,1.154316627,0.682762378
OTU_199,0,0,0,0,0,0,0,0,0,0,0,0,1.730137408,0.00489644,0.503402023,0.511266485,0.039625795,0.02553974
OTU_203,0.003247702,0,0.005632428,0,0.003059039,0.006418588,0.003493267,0.005460403,0.001626783,0.003375527,0.009364903,0.014850505,0,0.003264294,0.001623877,0,0,0
OTU_251,0,0,0,0,0,0,0.001746633,0,0,0.001687764,0,0,0,0,0,0,0,0
OTU_350,0,0,0,0,0,0,0,0,0.214735404,0,0,0,0.812468642,0.174639704,0.11042367,0.639929574,0.391089365,0.413743785
OTU_266,0.001623851,0,0,0.001573242,0,0.001604647,0.061132168,0.032762418,0.104114135,0.020253165,0.010925721,0.018150617,0.501723664,0.367233022,0.146148975,0.404611556,0.758058681,0.335421917
OTU_250,0,0,0,0,0,0,0,0,0,0.005063291,0.001560817,0.001650056,0.189360221,0.003264294,0.009743265,0.006771742,0.006891443,0.010215896
OTU_259,0,0,0,0,0,0,0.003493267,0,0,0.001687764,0.001560817,0,0,0,0,0,0,0
OTU_258,0,0,0,0.001573242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_210,0,0.003393109,0,0,0,0,0.0052399,0.020021478,0.006507133,0.006751055,0.009364903,0.024750842,0,0,0,0,0,0
OTU_171,0,0,0.001877476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_222,0,0.015268989,0,0,0,0,0.0104798,0,0,0,0.004682452,0.014850505,0,0,0.003247755,0,0,0
OTU_367,0.001623851,0,0.001877476,0,0.00152952,0,0.309154105,0.356746328,0.22286932,0.479324895,0.365231235,0.491716718,0.250861832,0.042435816,0.050340202,0.049095126,0.015505746,0.028945038
OTU_201,0,0,0,0,0,0,0,0,0.001626783,0.001687764,0.001560817,0,0.001618463,0,0,0,0,0
OTU_197,0,0,0,0,0,0,0.029692767,0.014561075,0.01464105,0.027004219,0.034337979,0.03795129,0,0,0,0,0,0
OTU_218,0.060082492,0.01187588,0.033794567,0,0.166717651,0.001604647,0.101304735,0.10920806,0.056937418,0.200843882,0.235683404,0.265659032,0.106818586,0.003264294,0.113671425,0.030472837,0.02584291,0.061295376
OTU_249,0.090935663,0.054289738,0.287253816,0.158897472,0.030590395,0.37067347,0.062878801,0.098287254,0.162678336,0.047257384,0.084284131,0.102303478,0,0.639801531,0.271187542,0.067717415,0.008614303,0.103861609
OTU_313,0.59108181,0.442800672,0.309783527,0.38387112,0.3410829,0.255138882,0.022706234,0.038222821,0.034162451,0.020253165,0.056189421,0.028050954,0.016184634,0.008160734,0.004871632,0.011850548,0.029288631,0
OTU_396,0,0,0,0,0,0,0.012226434,0.016381209,0.021148184,0,0.001560817,0,0.328548076,0.341118673,0.678780793,0.805837241,0.268766259,0.143022543
OTU_214,0,0,0,0,0,0,0.001746633,0.005460403,0,0,0,0,0,0,0.001623877,0.008464677,0.029288631,0.023837091
OTU_468,0,0,0,0,0,0,0,0,0,0,0,0,0.291323418,1.132709853,0.656046508,0.257326178,0.008614303,0.187291425
OTU_248,0,0,0,0,0,0,0,0.014561075,0.0097607,0.005063291,0.012486538,0,0.001618463,0,0.001623877,0,0,0
OTU_194,0,0,0,0,0,0,0.001746633,0.001820134,0,0.001687764,0,0,0,0,0,0,0,0
OTU_198,0,0,0,0,0,0,0,0.001820134,0,0,0,0,0,0,0,0,0,0
OTU_235,0,0,0,0,0,0,0.0052399,0,0.001626783,0,0,0,0,0,0.003247755,0,0.006891443,0
OTU_215,0.17375207,0.176441647,0.550100445,0.059783207,0.628632609,0.019255765,0.045412467,0.074625507,0.17406582,0.129957806,0.088966583,0.252458584,0.019421561,0.011425027,0.030853672,0.047402191,0.012060024,0
OTU_255,0.207852944,0.261269362,0.407412275,0.327234397,0.321199143,0.484603411,0.061132168,0.087366448,0.060190984,0.11814346,0.063993507,0.064352188,0.003236927,0,0.003247755,0.005078806,0,0
OTU_200,0,0,0,0,0,0,0.001746633,0.001820134,0,0.003375527,0,0,0,0,0,0,0,0
OTU_240,0,0,0,0,0,0,0.174663336,0.325804044,0.597029494,0.038818565,0.037459614,0.070952412,0.140806318,0.292154271,0.389730599,0.309807175,0.017228606,0.057890077
OTU_207,0,0,0,0,0,0,0,0.001820134,0,0.010126582,0.010925721,0.006600224,0,0,0,0,0,0
OTU_298,0,0.001696554,0.099506224,0.033038088,0.00152952,0.075418412,0.169423436,0.207495313,0.224496104,0.248101266,0.287190373,0.080852749,0.066357001,0.212179079,0.07794612,0.191301698,0.032734352,0.146427842
OTU_410,0.009743107,0.005089663,0.00938738,0.014159181,0.081064546,0.032092941,0.0104798,0.009100672,0,0.001687764,0.001560817,0,0.025895415,0.006528587,0.008119387,0.032165772,0.010337164,0.008513247
OTU_247,0,0,0,0,0,0,0,0,0.001626783,0,0,0,0,0,0,0,0,0
OTU_314,0.001623851,0,0.001877476,0,0.00152952,0,0.520496743,0.282120821,0.379040523,0.069198312,0.087405766,0.069302356,0.082541635,0.218707666,0.131534077,0.089725575,0.18951467,0.311584826
OTU_230,0,0,0,0,0,0,0.001746633,0,0,0.001687764,0.001560817,0.001650056,0,0,0,0,0,0
OTU_219,0,0.001696554,0,0,0,0,0,0,0,0,0.001560817,0,0.001618463,0,0,0,0,0
OTU_231,0.293917054,0.301986665,0.105138652,0.210814468,0.388498012,0.136395,0.094318202,0.05460403,0.245644288,0.067510549,0.084284131,0.092403142,0.033987732,0.024482201,0.040596937,0.050788061,0.05340868,0.068105973
OTU_239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001632147,0,0,0,0
OTU_717,0.004871553,0.001696554,0.001877476,0.003146485,0.00152952,0.006418588,0,0.001820134,0,0,0,0,0.231440271,0.029378642,0.07794612,0.020315225,0.049962958,0.22645236
OTU_581,0,0,0.076976513,0.001573242,0.010706638,0,0,0.003640269,0.029282101,0,0,0.001650056,0.271901856,0.05059655,0.266315909,0.142206572,0.835587409,0.55165838
OTU_246,0,0,0,0,0,0,0,0,0.001626783,0.001687764,0,0,0,0,0,0,0,0
OTU_343,0,0,0,0,0,0,0.001746633,0,0,0.713924051,0.680516318,0.744175302,0,0.047332256,0.069826732,0,0,0.017026493
OTU_224,0,0,0,0,0,0,0.001746633,0,0,0,0.003121634,0,0,0,0,0,0,0
OTU_404,0.01461466,0,0.001877476,0,0,0,0.041919201,0.049143627,0.099233785,0.040506329,0.054628604,0.042901459,0.284849564,0.394979517,0.11691918,0.55697574,0.413486553,0.206020568
OTU_265,0,0,0,0,0,0,0,0,0,0,0.001560817,0,0,0,0,0,0.006891443,0.003405299
OTU_373,0.186742879,0.0593794,0.005632428,0.033038088,0.11165494,0.089860235,0.085585035,0.060064433,0.00488035,0.094514768,0.056189421,0.117153983,0.001618463,0.019585761,0.008119387,0.003385871,0.008614303,0.005107948
OTU_562,0,0,0,0,0,0,0.038425934,0.003640269,0.16918547,0,0.001560817,0.011550393,0.281612637,0.23176484,0.189993667,0.411383297,0.461726651,0.481849758
