,DS1_L_1,DS1_L_2,DS1_L_3,DS1_L_4,DS1_L_5,DS1_L_6,DS2_L_1,DS2_L_2,DS2_L_3,DS2_L_4,DS2_L_5,DS2_L_6,DS3_L_1,DS3_L_2,DS3_L_3,DS3_L_4,DS3_L_5,DS3_L_6
OTU_1114,0,0.242635266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228142172,0,0,0,0
OTU_928,0,0,0,0,0,0.001525344,0.001530386,0,0,0,0.003704184,0.005637773,0,0.002782222,0.004268458,0.003479108,0.00141207,0.001768159
OTU_627,0,0,0,0,0,0,0.052033118,0.386421369,0.028321433,0,0,0,0,0,0,0,0,0
OTU_701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_595,0,0,0,0,0,0,0.200480541,0.001539527,0.181853414,0.002966127,0.037041839,0.001409443,0.002743785,0.001391111,0.002845638,0.006958216,0.00141207,0.003536318
OTU_902,0,0,0,0,0,0,0,0,0.001490602,0,0,0,0,0,0,0,0,0
OTU_607,0,0,0,0,0,0,0,0,0,0.001483063,0,0,0,0,0,0,0,0
OTU_617,0,0.001370821,0.001365355,0,0.001590331,0.003050687,0.001530386,0.381802787,0,0,0,0,0,0,0,0,0,0
OTU_567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_871,0,0.001370821,0,0,0,0,0,0.003079055,0,0,0.542662938,0,0,0,0,0.001739554,0,0.001768159
OTU_584,0,0,0,0,0,0,0,0,0,0.438986771,0,0,0,0,0,0,0,0
OTU_682,0,0,0,0.001562646,0,0,0.013773472,0.004618582,0.023849628,0.250637717,0.046302298,0.00422833,0,0.008346665,0.005691277,0,0,0.005304477
OTU_710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_657,0.00150184,0,0,0.004687939,0,0,0.001530386,0.434146717,0.001490602,0,0,0,0,0,0,0,0,0
OTU_688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001422819,0,0,0
OTU_941,0,0,0,0,0,0,0,0,0.001490602,0.143857151,0.003704184,0,0,0,0.001422819,0,0,0
OTU_559,0,0,0,0.001562646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_655,0,0,0,0,0,0,0.223436328,0,0.122229344,0.077119298,0.001852092,0,0,0,0,0,0,0
OTU_780,0,0,0,0,0,0,0,0,0,0.001483063,0,0,0,0,0,0,0,0
OTU_635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1110,0,0,0,0,0,0,0.030607716,0.126241244,0,0.013347571,0.250032412,0.00422833,0,0,0.001422819,0,0.00141207,0
OTU_720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_695,0,0.209735569,0,0,0,0,0,0.001539527,0,0.001483063,0,0,0,0,0,0,0,0
OTU_715,0,0,0,0,0,0,0.003060772,0.297128781,0.007453009,0.001483063,0.079639953,0.031007752,0.004115678,0.002782222,0.001422819,0,0,0.001768159
OTU_863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1512,0,0,0,0,0,0,0.003060772,0.312524055,0,0,0,0,0.002743785,0,0.001422819,0,0,0.003536318
OTU_1520,0,0,0,0,0,0,0.101005463,0.006158109,0.004471805,0.007415317,0.259292871,0.012684989,0.008231356,0.002782222,0.005691277,0.003479108,0.005648282,0.003536318
OTU_568,0,0,0,0.398474857,0,0,0,0,0.029812035,0.005932254,0,0,0,0,0,0,0,0
OTU_727,0,0,0,0,0,0.003050687,0.13161318,0.016934801,0.001490602,0,0.012964644,0.239605356,0,0,0,0.001739554,0,0
OTU_752,0,0.001370821,0,0.039066162,0,0,0.183646297,0,0.05962407,0.00444919,0.087048321,0.00422833,0.002743785,0.001391111,0,0.006958216,0.002824141,0.005304477
OTU_769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1256,0,0,0,0,0,0,0,0,0,0.001483063,0.001852092,0,0,0,0,0,0,0
OTU_957,0,0,0,0,0,0,0,0,0,0,0.511177375,0,0,0,0,0.001739554,0,0
OTU_1006,0,0,0,0,0,0,0.058154661,0.003079055,0.001490602,0.013347571,0.3444891,0.00422833,0.002743785,0,0.005691277,0.005218662,0.004236211,0
OTU_686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_669,0.00150184,0,0,0.425039847,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1467,0,0.031528876,0,0.017189111,0,0,0.001530386,0,0,0.014830634,0,0.001409443,0,0,0.059758405,0.097415023,0.014120704,0
OTU_574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_609,0,0,0,0,0,0,0.062745818,0,0,0,0,0.319943622,0,0,0,0,0,0
OTU_664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_538,0,0,0,0,0,0,0,0,0.001490602,0,0,0,0.002743785,0,0.371355804,0,0,0
OTU_656,0,0.001370821,0,0,0.001590331,0,0,0.001539527,0.005962407,0,0,0,0,0,0,0,0,0
OTU_778,0,0,0,0,0,0,0.039790031,0.038488184,0.052171061,0,0.064823218,0,0.024694068,0.038951102,0.021342288,0.031311972,0.043774182,0.058349247
OTU_588,0,0,0,0,0,0,0.016834244,0.004618582,0,0.369282791,0,0,0,0,0,0,0,0
OTU_625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1117,0,0,0.005461422,0,0,0,0,0,0,0,0,0,0,0,0,0.029572418,0,0
OTU_667,0,0,0,0,0,0.003050687,0.182115911,0,0.001490602,0.001483063,0,0,0,0.001391111,0,0,0,0.001768159
OTU_988,0,0,0,0.001562646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_636,0.00150184,0.004112462,0,0,0.001590331,0.001525344,0,0.101608806,0.158003786,0.028178205,0.042598115,0.005637773,0,0,0,0,0,0.001768159
OTU_953,0.00150184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1120,0,0,0,0,0.001590331,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_660,0,0,0,0,0,0,0,0,0,0.001483063,0,0,0,0,0,0,0,0
OTU_1087,0,0,0,0,0,0,0.007651929,0.018474328,0.001490602,0.00889838,0.329672365,0,0.004115678,0.002782222,0,0.010437324,0.005648282,0.003536318
OTU_690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_802,0,0,0,0,0,0,0.099475078,0,0,0,0,0,0,0.001391111,0,0,0,0
OTU_908,0.009011039,0.002741641,0.004096066,0.007813232,0.007951654,0.007626718,0.001530386,0.003079055,0.001490602,0.096399122,0.003704184,0.001409443,0.001371893,0.001391111,0.005691277,0,0.002824141,0.001768159
OTU_597,0.36795074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1057,0,0,0,0,0,0,0,0,0,0,0.444502065,0.001409443,0,0,0.005691277,0,0.00141207,0
OTU_850,0,0,0,0,0,0,0,0,0,0,0.453762525,0,0,0,0,0,0,0
OTU_947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_774,0,0,0,0,0,0,0.006121543,0.009237164,0.004471805,0,0.101865057,0,0.006859463,0.004173332,0.20630878,0.015655986,0.009884493,0.007072636
OTU_1586,0,0,0,0,0,0,0,0.001539527,0,0,0,0,0,0,0,0,0,0
OTU_616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1037,0,0,0,0,0,0,0,0,0,0.001483063,0,0,0,0,0,0,0,0
OTU_681,0,0,0,0,0,0,0,0.038488184,0,0.001483063,0.375974663,0.014094433,0,0,0,0.001739554,0,0.003536318
OTU_744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_600,0,0,0,0,0,0,0,0,0,0.352969093,0,0,0,0,0,0,0,0.001768159
OTU_818,0,0,0,0,0.001590331,0.001525344,0,0,0,0,0,0,0,0.123808861,0,0.231360679,0,0
OTU_884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_919,0,0,0,0,0,0,0.026016559,0.009237164,0,0.068220917,0.264849147,0,0.001371893,0.001391111,0,0.003479108,0,0
OTU_973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1106,0,0.001370821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_654,0,0,0,0,0,0,0.35811028,0,0,0,0.001852092,0,0,0.001391111,0,0,0,0
OTU_672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_867,0,0.316659584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_680,0,0,0,0,0,0,0.341276036,0,0.001490602,0,0.001852092,0,0,0.001391111,0,0,0,0
OTU_721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1178,0,0,0,0,0,0,0,0,0,0,0.414868594,0,0,0,0.001422819,0.001739554,0,0.001768159
OTU_628,0,0.282389066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_684,0,0,0,0,0,0,0,0,0,0.002966127,0,0,0,0,0,0,0,0
OTU_1004,0.00150184,0,0,0,0,0,0.070397747,0.190901393,0.005962407,0,0,0,0,0,0,0,0,0
OTU_671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_739,0,0,0,0.001562646,0,0,0.045911574,0.001539527,0.001490602,0,0.322263997,0,0,0.001391111,0.005691277,0.001739554,0,0.003536318
OTU_719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_781,0,0,0,0,0,0,0.012243086,0.016934801,0,0.007415317,0.046302298,0,0,0,0.236187983,0.001739554,0.004236211,0
OTU_1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_724,0,0,0,0.232834328,0,0,0,0.035409129,0.001490602,0,0.075935769,0,0,0,0,0.001739554,0,0
OTU_713,0,0,0,0,0,0,0,0,0,0.001483063,0,0,0,0,0,0,0,0
OTU_890,0,0,0,0,0,0,0.001530386,0,0,0,0.001852092,0,0.001371893,0,0.001422819,0,0,0
OTU_1084,0,0,0,0,0.001590331,0,0.102535849,0.038488184,0.077511291,0.007415317,0.059266942,0.001409443,0.001371893,0,0.001422819,0.003479108,0.00141207,0
OTU_709,0,0,0,0,0,0,0.003060772,0.301747364,0,0,0.007408368,0.019732206,0,0,0.001422819,0,0,0
OTU_904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1063,0.00300368,0,0,0.001562646,0.001590331,0,0.022955787,0.026171965,0.029812035,0.010381444,0.005556276,0.011275546,0.009603249,0.01669333,0.011382553,0.020874648,0.018356915,0.021217908
OTU_670,0,0,0,0,0,0,0.205071699,0.072357786,0.005962407,0,0.001852092,0.002818887,0,0,0.002845638,0.001739554,0,0.001768159
OTU_948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_649,0,0,0,0,0,0,0.296894847,0.021553383,0.007453009,0,0,0,0,0.001391111,0,0,0,0
OTU_714,0,0,0,0,0,0,0.221905942,0,0.001490602,0,0.103717149,0.001409443,0,0,0.001422819,0,0.00141207,0
OTU_1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_666,0,0,0,0,0,0,0.085701605,0,0.120738742,0.001483063,0.085196229,0,0.002743785,0,0,0,0,0
OTU_770,0,0,0,0,0,0,0.006121543,0.009237164,0.011924814,0.037076585,0.005556276,0.023960536,0.010975141,0.005564443,0.012805373,0.019135094,0.004236211,0.014145272
OTU_873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_777,0,0,0,0,0,0,0.062745818,0.035409129,0,0.001483063,0.050006482,0,0,0,0,0,0.00141207,0
OTU_910,0,0,0,0,0,0,0.309137934,0,0.011924814,0,0,0,0,0,0,0,0,0
OTU_730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_786,0,0,0,0,0,0,0.052033118,0,0.056642867,0.014830634,0.096308781,0.021141649,0,0,0,0.005218662,0,0
OTU_804,0,0,0,0.003125293,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_827,0,0,0,0,0,0,0,0,0,0.001483063,0,0,0,0,0,0,0,0.001768159
OTU_1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_726,0,0,0,0,0,0,0.284651761,0.010776692,0,0,0,0,0,0,0,0,0,0
OTU_753,0,0,0.004096066,0,0.006361323,0.001525344,0.001530386,0.218612886,0.016396619,0.002966127,0,0.001409443,0,0,0.002845638,0,0,0
OTU_972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1108,0,0,0,0,0,0,0,0,0,0.001483063,0,0,0,0,0,0,0,0
OTU_891,0,0,0,0,0,0,0.010712701,0.006158109,0.004471805,0.001483063,0.255588687,0.005637773,0,0,0,0.003479108,0.00141207,0.003536318
OTU_693,0,0,0,0,0,0,0,0,0,0.001483063,0,0,0,0,0,0,0,0
OTU_839,0,0,0,0,0,0,0.004591157,0,0.004471805,0.002966127,0.290778434,0.012684989,0.005487571,0.001391111,0.004268458,0.005218662,0.005648282,0.005304477
OTU_949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_872,0,0.001370821,0,0,0,0,0,0,0,0.001483063,0,0,0,0,0,0,0,0
OTU_952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1186,0,0,0.019114977,0,0,0,0,0,0,0,0.00926046,0,0,0,0,0,0,0
OTU_743,0,0,0,0,0.001590331,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_826,0.135165578,0,0,0.023439697,0,0,0.001530386,0.004618582,0.005962407,0,0.001852092,0.001409443,0.001371893,0.002782222,0.005691277,0.001739554,0.004236211,0
OTU_833,0,0,0,0,0,0,0.004591157,0.006158109,0.011924814,0.011864507,0.170392458,0.002818887,0.010975141,0.006955554,0.039838937,0.01739554,0.004236211,0.007072636
OTU_658,0,0,0,0.309404007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_737,0,0,0,0,0,0,0,0,0.001490602,0.001483063,0.35374956,0,0.001371893,0,0,0,0,0.003536318
OTU_746,0,0,0,0,0,0,0.276999832,0.021553383,0,0,0,0,0,0,0,0,0.00141207,0
OTU_1044,0.088608545,0,0.076459906,0.001562646,0.001590331,0,0,0.003079055,0,0,0.001852092,0,0,0.001391111,0,0,0,0
OTU_1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_970,0,0,0,0,0,0,0.108657393,0,0.001490602,0,0.220398941,0,0.002743785,0.001391111,0,0,0,0
OTU_733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1267,0,0,0,0,0,0,0,0.001539527,0.047699256,0,0,0,0,0,0,0,0,0
OTU_763,0,0,0,0,0,0.001525344,0,0.001539527,0,0.001483063,0,0,0,0,0,0,0,0
OTU_1236,0,0,0,0,0,0,0.134673951,0,0.001490602,0,0.035189747,0,0,0,0.001422819,0,0,0.001768159
OTU_1452,0.199744687,0.016449849,0,0.043754102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030058703
OTU_806,0,0,0,0,0.001590331,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_706,0,0,0,0,0,0,0,0.290970672,0,0,0,0,0,0,0,0,0,0
OTU_829,0.010512878,0.006854104,0.002730711,0,0.004770992,0,0,0.001539527,0.002981204,0,0,0,0,0,0,0.001739554,0,0
OTU_707,0,0,0.256686828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1759,0,0,0,0,0,0,0.06580659,0.003079055,0,0.001483063,0.161131999,0,0.002743785,0.001391111,0.001422819,0,0,0
OTU_747,0,0,0,0,0,0,0,0.246324378,0.014906018,0.001483063,0.011112552,0.001409443,0,0,0,0,0,0
OTU_882,0,0,0,0,0,0,0.001530386,0.001539527,0.005962407,0.17351842,0.005556276,0,0.001371893,0.001391111,0.004268458,0.001739554,0.002824141,0.001768159
OTU_985,0.00150184,0,0,0,0,0,0.01836463,0.015395274,0.010434212,0.017796761,0.011112552,0.007047216,0.016462712,0.006955554,0.025610745,0.027832864,0.008472422,0.014145272
OTU_723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_911,0,0,0,0,0,0,0,0,0.001490602,0,0,0,0,0,0,0,0,0
OTU_936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141207,0
OTU_703,0,0,0,0,0,0,0,0.001539527,0,0,0,0,0.249684465,0,0,0,0,0.001768159
OTU_731,0,0,0,0,0.001590331,0,0.280060603,0,0,0,0,0,0,0,0,0,0,0
OTU_1244,0,0,0,0,0,0,0.001530386,0,0.001490602,0.010381444,0.001852092,0.001409443,0.001371893,0.001391111,0.001422819,0,0,0
OTU_823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_848,0.00150184,0,0,0,0.001590331,0,0,0,0,0,0,0,0,0,0.002845638,0,0.156739812,0.003536318
OTU_793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1202,0.091612225,0,0,0,0,0,0.004591157,0,0.001490602,0.127543454,0,0.028188865,0,0,0,0.001739554,0,0
OTU_815,0,0,0,0,0,0,0.001530386,0.161650373,0.011924814,0,0.001852092,0.001409443,0.001371893,0,0,0,0.00141207,0.001768159
OTU_968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1083,0.004505519,0,0,0.015626465,0.003180662,0.001525344,0.108657393,0,0.07602069,0.001483063,0.00926046,0,0.001371893,0.001391111,0,0,0,0
OTU_795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_889,0,0,0,0.001562646,0.001590331,0.001525344,0.101005463,0.001539527,0.002981204,0.001483063,0.003704184,0.128259338,0,0,0,0,0.00141207,0
OTU_1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_738,0,0,0,0,0,0,0,0,0,0,0.325968181,0,0,0,0,0,0,0
OTU_1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1105,0,0.001370821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_789,0,0,0,0,0,0,0.231088257,0,0,0,0.042598115,0,0,0,0,0,0,0
OTU_917,0,0,0,0,0,0,0.148447424,0.003079055,0.001490602,0.016313698,0.068527402,0,0.006859463,0.002782222,0,0.006958216,0.00141207,0
OTU_807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_870,0,0.001370821,0,0.02656499,0,0,0.033668488,0,0.198250034,0,0,0,0,0,0,0,0,0
OTU_1627,0.00150184,0,0,0,0,0,0.012243086,0.001539527,0.029812035,0.00889838,0.18150501,0.00422833,0.001371893,0.004173332,0.004268458,0.003479108,0.007060352,0.001768159
OTU_880,0,0,0,0,0,0.001525344,0.123961251,0,0,0.002966127,0.131498528,0.001409443,0.004115678,0,0.001422819,0.001739554,0,0.001768159
OTU_886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_946,0,0,0,0,0,0,0,0,0,0,0.294482618,0,0.001371893,0,0,0.001739554,0,0
OTU_1032,0,0,0,0,0,0,0.06580659,0.055422985,0.028321433,0,0.012964644,0.085976039,0,0.001391111,0,0,0,0.003536318
OTU_1388,0,0,0,0,0,0,0.016834244,0.012316219,0.014906018,0.00889838,0.016668827,0.00845666,0.027437853,0.009737776,0.012805373,0.02609331,0.012708633,0.015913431
OTU_754,0.00150184,0,0,0,0,0.001525344,0.033668488,0,0.201231237,0,0.00926046,0,0,0,0,0,0,0
OTU_791,0,0,0,0.001562646,0.001590331,0.001525344,0,0.212454776,0.002981204,0,0.044450207,0,0.001371893,0.001391111,0,0,0,0.001768159
OTU_810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1054,0,0,0,0,0,0,0.001530386,0.241705796,0.013415416,0.001483063,0,0,0,0,0,0,0,0
OTU_732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_762,0,0,0,0,0,0,0,0.001539527,0.001490602,0.103814439,0.011112552,0.109936575,0,0,0.001422819,0,0,0.001768159
OTU_854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_955,0,0,0,0,0,0,0.044381188,0.184743284,0,0.026695141,0,0,0,0,0,0,0,0
OTU_853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_975,0.00150184,0,0,0.001562646,0.003180662,0.001525344,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1628,0,0,0,0,0,0,0.012243086,0.010776692,0.022359026,0.007415317,0.014816736,0.002818887,0.013718927,0.01669333,0.008536915,0.01739554,0.015532774,0.021217908
OTU_920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1172,0,0,0,0,0,0,0.02907733,0.032330075,0.032793239,0,0.031485563,0,0.005487571,0.038951102,0.004268458,0.00869777,0.028241408,0.044203975
OTU_782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1121,0,0,0,0,0,0,0.015303858,0.033869602,0.041736849,0,0.024077195,0.002818887,0.008231356,0.022257773,0.012805373,0.005218662,0.024005196,0.040667657
OTU_892,0,0,0.010922844,0.001562646,0,0,0.016834244,0,0,0,0,0,0,0,0,0,0,0
OTU_1284,0,0,0,0,0,0,0.001530386,0,0.016396619,0.019279824,0.003704184,0.007047216,0.015090819,0.01808444,0.005691277,0.020874648,0.014120704,0.038899498
OTU_869,0,0,0,0,0,0,0.001530386,0.004618582,0.002981204,0.001483063,0.211138481,0,0.005487571,0.001391111,0.022765107,0.001739554,0.00141207,0.003536318
OTU_766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_849,0,0,0,0,0,0,0,0,0.210174848,0,0,0,0,0,0,0,0,0
OTU_895,0,0,0,0,0,0,0.024486173,0.015395274,0.001490602,0,0.211138481,0,0,0,0,0,0,0.001768159
OTU_773,0,0,0,0,0,0,0,0.001539527,0,0.228391766,0.001852092,0,0,0,0,0,0,0.001768159
OTU_1674,0,0,0,0,0,0.001525344,0.01836463,0.006158109,0.010434212,0.014830634,0.012964644,0,0,0.012519997,0,0.001739554,0.011296563,0.015913431
OTU_897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1097,0,0,0,0,0,0,0.205071699,0,0.002981204,0.026695141,0.005556276,0,0,0,0,0,0,0
OTU_768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001739554,0,0
OTU_824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_896,0,0,0,0,0,0,0,0,0,0.001483063,0,0,0,0,0,0,0,0
OTU_864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_803,0,0,0,0,0,0,0,0.001539527,0.223590263,0.001483063,0.003704184,0,0.001371893,0,0,0,0,0
OTU_878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1055,0,0,0,0,0,0,0,0,0.001490602,0.00444919,0.244476136,0.002818887,0,0.004173332,0,0.003479108,0.00141207,0.001768159
OTU_1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1173,0,0,0,0,0,0,0.01836463,0.020013856,0.014906018,0,0.016668827,0,0.043900565,0.015302219,0.024187926,0.038270188,0.021181056,0.021217908
OTU_993,0,0,0,0,0,0,0.137734723,0.001539527,0.004471805,0.002966127,0,0.06483439,0,0,0,0,0,0
OTU_1170,0,0,0,0,0,0,0.010712701,0.012316219,0.017887221,0.00889838,0.016668827,0.00422833,0.005487571,0.012519997,0.018496649,0.015655986,0.022593126,0.003536318
OTU_1212,0,0,0,0,0,0,0.010712701,0.009237164,0.011924814,0.010381444,0.003704184,0.001409443,0.016462712,0.006955554,0.011382553,0.012176878,0.007060352,0.012377113
